label,avglat,avglon,sys3speed,sys1drift,sys1coef0,sys1coef1,avgfNH3,avgPCld,stdfNH3,stdPCld
1,7.6256186840909095,7.6256186840909095,100.01136846971438,0.39161599234215233,0.3916163524385211,-963610.4998772003,98.4238221272138,1700.8887055262628,6.179597352896183,10.078303683698385
2,7.7188623932,7.7188623932,101.41732502378174,0.2924072970829057,0.2924064097557487,-719437.0156227413,98.4238221272138,1700.8887055262628,6.179597352896183,10.078303683698385
3,6.359589738090909,6.359589738090909,101.36000045124139,0.3122762372848738,0.3122751583040577,-768282.0179040981,98.4238221272138,1700.8887055262628,6.179597352896183,10.078303683698385
4,7.43961078890909,7.43961078890909,104.9646374009755,0.04870332040874442,0.048703332525861384,-119679.26343009519,98.4238221272138,1700.8887055262628,6.179597352896183,10.078303683698385
5,7.622880378333334,7.622880378333334,103.40095189158997,0.15534174224692696,0.1553419453197816,-382047.7402132839,98.4238221272138,1700.8887055262628,6.179597352896183,10.078303683698385
6,8.605345315166668,8.605345315166668,104.33648452717905,0.07644422628134508,0.07644431119470732,-187881.3159476933,98.4238221272138,1700.8887055262628,6.179597352896183,10.078303683698385
7,9.2918552625,9.2918552625,107.03123696601256,-0.12263232314614357,-0.12263182689530658,302013.56149623345,98.4238221272138,1700.8887055262628,6.179597352896183,10.078303683698385
8,8.02361321225,8.02361321225,101.40370744244197,0.28936214447154435,0.28936113206352326,-711707.449229388,98.4238221272138,1700.8887055262628,6.179597352896183,10.078303683698385
9,8.3709273605,8.3709273605,102.75000835963966,0.19062253963185521,0.19062896491985526,-468729.3944927576,98.4238221272138,1700.8887055262628,6.179597352896183,10.078303683698385
