label,jd_time,fits_time,area,eccentricity,centroid_lat,centroid_lon,weighted_centroid_lat_seg,weighted_centroid_lon_seg,seg_intensity_mean,seg_intensity_min,seg_intensity_max,intensity_mean,intensity_min,intensity_max,threshold
1,2460743.5975,2025-03-09T02:20:24.000,11.0,0.9828140364000129,-13.727272727272727,44.0,-13.726665024025085,44.00001470625705,1778.2207352880307,1758.0597042855297,1797.9338299246233,109.41933847921364,104.90575316188215,114.34256141941238,1800
2,2460743.5975,2025-03-09T02:20:24.000,1.0,0,-11.0,49.0,-11.0,49.0,1787.7846354916549,1787.7846354916549,1787.7846354916549,110.78241726249327,110.78241726249327,110.78241726249327,1800
3,2460743.5975,2025-03-09T02:20:24.000,1.0,0,-14.0,50.0,-14.0,50.0,1798.629945962858,1798.629945962858,1798.629945962858,116.3127147954193,116.3127147954193,116.3127147954193,1800
4,2460743.6019658125,2025-03-09T02:26:49.846,568.0,0.7791702443476136,5.598591549295774,53.6056338028169,5.572532560645447,53.65190392192139,1754.7957780920162,1663.6907649298003,1799.7668952445226,114.67757989446693,76.29200394274534,154.98151305951924,1800
5,2460743.603305556,2025-03-09T02:28:45.600,2.0,1.0,-14.0,55.5,-14.0,55.50200875977079,1787.3808119668465,1780.1999746265321,1794.5616493071611,108.21473795897533,107.85521310516627,108.5742628127844,1800
6,2460743.6105989586,2025-03-09T02:39:15.750,1.0,0,-2.0,70.0,-2.0,70.0,1794.8554760738255,1794.8554760738255,1794.8554760738255,122.50704280846948,122.50704280846948,122.50704280846948,1800
7,2460743.6125462963,2025-03-09T02:42:04.000,1.0,0,15.0,75.0,15.0,75.0,1788.1609611956862,1788.1609611956862,1788.1609611956862,82.39231442352235,82.39231442352235,82.39231442352235,1800
8,2460743.6146216476,2025-03-09T02:45:03.310,1.0,0,14.0,79.0,14.0,79.0,1799.9217449493706,1799.9217449493706,1799.9217449493706,84.57734029980341,84.57734029980341,84.57734029980341,1800
9,2460743.6180176768,2025-03-09T02:49:56.727,3.0,0.816496580927726,11.333333333333334,83.33333333333333,11.334600205339399,83.33216095943693,1791.4012338828695,1785.1006577491391,1798.2096621073754,91.88564109177189,87.96364283445628,94.16703940271572,1800
10,2460743.620069444,2025-03-09T02:52:54.000,1.0,0,11.0,86.0,11.0,86.0,1798.8243695752956,1798.8243695752956,1798.8243695752956,89.58070198426222,89.58070198426222,89.58070198426222,1800
11,2460743.627486111,2025-03-09T03:03:34.800,117.0,0.9977567328491544,-13.205128205128204,100.35897435897436,-13.20031301941706,100.34424672918303,1769.887291337902,1720.9338196309254,1799.8670365076766,94.90542935254982,86.1808441458948,109.57183738464818,1800
12,2460743.6450607637,2025-03-09T03:28:53.250,700.0,0.9700441473311613,8.785714285714285,118.03857142857143,8.772051939968701,118.01411912777779,1755.7848467575207,1677.1853213464217,1799.9153370495533,90.03842779210068,57.17081501298593,140.1239217284537,1800
13,2460743.6496501067,2025-03-09T03:35:29.769,1.0,0,5.0,123.0,5.0,123.0,1795.3770388204346,1795.3770388204346,1795.3770388204346,127.3757464880347,127.3757464880347,127.3757464880347,1800
14,2460743.652638889,2025-03-09T03:39:48.000,1.0,0,5.0,126.0,5.0,126.0,1791.8435236142725,1791.8435236142725,1791.8435236142725,126.83285042027309,126.83285042027309,126.83285042027309,1800
15,2460743.6671310766,2025-03-09T04:00:40.125,1.0,0,8.0,153.0,8.0,153.0,1795.9196682713448,1795.9196682713448,1795.9196682713448,128.31892281001345,128.31892281001345,128.31892281001345,1800
16,2460743.671666667,2025-03-09T04:07:12.000,1.0,0,15.0,159.0,15.0,159.0,1799.5304978957909,1799.5304978957909,1799.5304978957909,85.62593656862323,85.62593656862323,85.62593656862323,1800
